query,business_name,review_rating,review_text,review_photos,datetime_utc,timestamp,review_id,author_title,author_friend_count,author_photo_count,author_reviews_count,author_location,author_image,author_id,author_url,owner_reply,owner_reply_title,owner_reply_datetime_utc,owner_reply_timestamp,next_page_cursor,review_tags_helpful,review_tags_thanks,review_tags_love_this,review_tags_oh_no
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,3,"The beach is definitely not for visitors lol, it's not accessible by car but the (~1 mile) walk up there is really fun and kind of an exploration (especially if you take some of the back paths that lead to the train tracks), but the beach itself isn't pretty and is mostly for surfers. Upper trestles was basically desolate, with 1-2 people on the entire beach, so if you're looking for somewhere quiet to spend time or look around it's definitely an option. If you're looking for somewhere to relax and enjoy the view I would choose somewhere else though!",,03/31/2023 17:11:20,1680282680,E9FxCJrCa9tK-IMqluJKeA,Sam D.,0,8,80,"Los Angeles, CA",https://s3-media0.fl.yelpcdn.com/photo/rN8xWYQRJWE4rBV3kC1U0g/180s.jpg,WKCV0m1l43h2l4Lj0lyaDA,https://www.yelp.com/user_details?userid=WKCV0m1l43h2l4Lj0lyaDA,,,,,,1,0,0,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,3,"The beach is so crowded and by the time you catch a wave it'll be a small one. Also My board got damaged I had to stop surfing, next time I'll just bring a cheap ass board, not worth it for a good board. Plus the walking just to get to this place sucks",,05/24/2022 00:40:57,1653352857,EDRsVsjVxPzllY5qa2Aaqw,Sergio Q.,0,1,29,"Maryvale Village, Phoenix, AZ",https://s3-media0.fl.yelpcdn.com/photo/fiS6Z4P1cNuIqtlL6XJV7g/180s.jpg,oBCtfWry8ryZXDVaErA2FA,https://www.yelp.com/user_details?userid=oBCtfWry8ryZXDVaErA2FA,,,,,,1,0,1,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,5,"Beautiful spot for waves, but very crowded(really, really crowded) The walk from Cristianitos street to the beach is really nice. Lots of mosquitos later in the day. 
There are a few Porto potties by the railroad track. 
The surf is good, but the crowd isn't.","https://s3-media0.fl.yelpcdn.com/bphoto/XlMPVu7le_Porab-lXZ3UA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/CAiB0tKTeVWkBqlE01iJGQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/1Isjvid1_-HnTNwiwVTzmQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/xdi6yA9u0wzu2IUvpSLuEg/348s.jpg",04/19/2019 19:17:57,1555701477,yHAvSRiNu31nz4mg0WfgtQ,Marco S.,1,12,5,"Wellington, FL",https://s3-media0.fl.yelpcdn.com/photo/X3QMfL2TbpE888muJNjDag/180s.jpg,H_ZZWEKndxkT4vtUnhMhpg,https://www.yelp.com/user_details?userid=H_ZZWEKndxkT4vtUnhMhpg,,,,,,0,0,0,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,5,"I love to surf, but I don't surf here. I don't feel like I'm good enough haha, but I love to come down here and watch the surfers and run/walk. 

It is a beautiful beach with great surf most of the time! There are a couple different points along Trestles (besides Lower). See the picture I posted that lists the different beaches. From North to South here are the breaks: Cottons, Uppers, Lowers, Middles, Churches. The picture I posted lists the experience level needed for each spot.

I love how it takes a little bit to get down to this spot. Makes it more exclusive for locals and surfers, and harder for tourists to come down! The beach is usually never crowded, which is awesome, unless there is a contest - which attracts more people.

It is also a good beach to exercise at besides surfing. I like to walk/run the beach/trail and I see people biking the trail as well. 

Great spot!","https://s3-media0.fl.yelpcdn.com/bphoto/drrVQn3Wd8aM4g4rKDH_uA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/lGLzadLIYxCOxIR7ShsJUg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/6rDiVcb_iS6Q2SDGrn4VLA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/P1aVTvnZojnlMcHlTW760Q/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/jugni8DBoin3GuC2pmr39g/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/CvSPyO4niDsU76ajXNRaBw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/nabdpDJRO5QwEfr92c0-ug/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/aG1HpN_BJZyi7AByR88h8w/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/aaXSNxB94kNtl-TFYRpm7w/348s.jpg",09/04/2014 16:58:47,1409849927,JKavdc7w1lMrPc2dletiMw,Summer C.,573,4616,1350,"Peoria, AZ",https://s3-media0.fl.yelpcdn.com/photo/Gr-ot5hLD9boGKWRPS3S0A/180s.jpg,hEmnh5y-_nTwdidamvylVw,https://www.yelp.com/user_details?userid=hEmnh5y-_nTwdidamvylVw,,,,,,2,0,1,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,4,"I got in through the base at Churches and walked up the trail with my dog (shhhh, don't tell) to watch the surfers at Trestles. Enjoyed it quite a bit at low tide!",https://s3-media0.fl.yelpcdn.com/bphoto/bhGT6wpStiMBnuouTjjb0A/348s.jpg,05/26/2018 00:33:24,1527294804,cX5qVtYYqPkEMq8SrDJqFA,Marlene M.,335,38,22,"San Francisco, CA",https://s3-media0.fl.yelpcdn.com/photo/qDC8Qkdlch7AnKrRgDXVYA/180s.jpg,diGmzE464FvYMHzbjV87zA,https://www.yelp.com/user_details?userid=diGmzE464FvYMHzbjV87zA,,,,,,0,0,0,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,4,"Let's keep this between you and I alright? We don't need more people jamming the peaks.

Lower Trestles has been described as ""one-and-a-half miles of God's country"" for a reason. There are no parking lots or coastal view restaurants at this surf spot. Just you, the railroad tracks, sand and ocean. Trestles makes you feel like you've discovered a hidden gem (if you can ignore the other 50 surfers fighting for waves).

Prepare yourself for perfectly formed long lefts and rights that'll have you happy you made the 15-minute walk down the dirt trail with your gear. You won't find this spot on streaming video with a swell update (locals are tough!) but it'll make the highlight reel of and home video or competition clip. There is an annual event held here once a year by the ASP, otherwise you'll just find locals tearing it up.

Trestles is a crowded spot from trying to find parking at the Carl's Jr. to the sets. With the rest of the breaks around like Uppers, Cotton's, Church you still find yourself avoiding rails on the drop.

Still, there's a sense of magic at this break that is worth the walk, the paddle battles and dodging bobcat or deer on the trail.",https://s3-media0.fl.yelpcdn.com/bphoto/epgVPZtlU8O4cCi_Na2aLA/348s.jpg,12/15/2010 19:04:16,1292439856,S5KUzEGFxhp1fkfn6zBToQ,Robert H.,164,2088,687,"Denver, CO",https://s3-media0.fl.yelpcdn.com/photo/osNeeaODJoMV4XnqeYLVzA/180s.jpg,yQhbPlpPUxja-S1bTKAyFA,https://www.yelp.com/user_details?userid=yQhbPlpPUxja-S1bTKAyFA,,,,,,1,0,3,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,5,"Everybody to the beach, everybody to the beach...
Probably the most crowded surf break in Southern California with wanna-bees, burn-outs, little kids and everyone in between.  But its still so worth it.  The wave is machine like and it consistently spits out incredibly fun peaks that teach you to do new maneuvers.   The level of surfing out there is really high, so scoring a set wave is going to be tough if you are not in fighting-shape.  That's ok though;  there are LOTS of waves in the vicinity, and this place picks up lots of swell in the summer time.",https://s3-media0.fl.yelpcdn.com/bphoto/Cb-Q-tzqm71nHPZupGlpLQ/348s.jpg,04/20/2012 20:06:36,1334952396,E8Ii5TwX7QLC7BzZvuzNAQ,Alton H.,109,281,132,"Guadalajara, Mexico",https://s3-media0.fl.yelpcdn.com/photo/pGfXqNWwS3NK5Z-ob3q6Eg/180s.jpg,KIrYsjmF-AphOE_9efxryA,https://www.yelp.com/user_details?userid=KIrYsjmF-AphOE_9efxryA,,,,,,0,0,0,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,1,Don't bother to surf here. If you need to read yelp to help you decide it is probably not a spot you would enjoy. Everyone try's to steal your wave and it is crowded. You would probably enjoy Newport or Huntington where you'll find of soft sand and you can park close to the water.,,11/29/2017 04:20:43,1511929243,IFFMIgorBdRHn0KYz-xTjA,Max M.,140,18,38,"San Clemente, CA",https://s3-media0.fl.yelpcdn.com/photo/d-_CwiaIzEHnhjcAIVklyw/180s.jpg,8oyWHMVZqCwyJ2-UzakNjg,https://www.yelp.com/user_details?userid=8oyWHMVZqCwyJ2-UzakNjg,,,,,,2,0,1,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,5,"After buying some new Rainbow Sandals after many years, I decided to finally find the infamous trestles beach to go surfing.  Now for some 411.

Parking:
There is no parking lot next to the beach.  You are about half a mile away and have two options

1) State Parking Lot
3965 S El Camino Real, San Clemente, CA 92672

The first option is to park at the state lot near Carls Jr.  If you have a CA State Parking pass it will work here.  Otherwise there is a kiosk for $2/hour or $15/day

2) Street
South of the parking lot along El Camino Real and Cristianitos is street parking if you can nab some.

Getting there:
You have two walking routes:
See

https://www.google.com/maps/d/viewer?mid=zlPIZnZsgPFs.klHKhdfMWCQQ

1) From El Camino Real there is an opening where you can walk down into the trail.  You will walk down from a hill where you hit a fork.  You can turn right, go straight, or turn left.  You want to keep going straight, pass the restrooms, and pass the trestles map.  Keep walking and when you see train tracks, go UNDER them and you can access the beach

2) You can walk down Cristianitos Road, and then turn a left after the 5.  When you hit a fork in the road make a right and follow the same directions from above.

Some people skate or bike down to the trail.

Amenities:
+ There are no rinse off areas
+ There is a restroom by the trail leading in

What to bring:
+ Your surfboard bag
+ Water
+ Towel

Most people there just put there stuff on the beach and then head into the water.",,03/10/2015 00:11:28,1425946288,pio1-B1rKcTauJMzBmo6sg,Dan Q.,300,167,384,"Garden Grove, CA",https://s3-media0.fl.yelpcdn.com/photo/qQSBY1-kWxDhz5Wi3gKIdA/180s.jpg,FrS6_FIv4MZitd6MO7THMQ,https://www.yelp.com/user_details?userid=FrS6_FIv4MZitd6MO7THMQ,,,,,,12,0,2,0
https://www.yelp.com/biz/trestles-beach-san-clemente,Trestles Beach,5,"I've always loved this beach for many reasons.  However parking is not one of them lol.  The beach is somewhat private.  A little difficult to see from the highway, but still worth it.  Large expansive beach area for running, sunning or chilling.  The Surfing competitions here are fierce and a blast to watch.  Bring a picnic, bring your board this is the summer place to be!",,05/22/2015 18:14:26,1432318466,s0YOA8yxrrQ25U98qwmPTA,Kym S.,486,7468,569,"Bozeman, MT",https://s3-media0.fl.yelpcdn.com/photo/qLFcEOboR0kq2i7_GVwo4A/180s.jpg,Ms00QwLnMXHp9Swz2V1QHQ,https://www.yelp.com/user_details?userid=Ms00QwLnMXHp9Swz2V1QHQ,,,,,eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoib2Zmc2V0Iiwib2Zmc2V0Ijo5fQ,10,0,9,0
